id,SpectralCentroid
130000_train2,0.03414985025334193
130001_train2,0.028170054777171435
130002_train2,0.031194704936191274
130003_train2,0.03162539531353961
130004_train2,0.03230732279593208
130005_train2,0.03287177671196833
130006_train2,0.03387422728856811
130007_train2,0.03199282843695373
130008_train2,0.03425169352145713
130009_train2,0.03272700814291891
130010_train2,0.03217936242930251
130011_train2,0.033355488871948426
130012_train2,0.03250113979554827
130013_train2,0.033365114665054964
130014_train2,0.03445548288020223
130015_train2,0.03503816227071312
130016_train2,0.034107054826283734
130017_train2,0.030925947052738958
130018_train2,0.03420375373530108
130019_train2,0.03305387758290434
130020_train2,0.032913004364319265
130021_train2,0.03309400811288471
130022_train2,0.03304177267763773
130023_train2,0.03313310018177475
130024_train2,0.03199544087719458
130025_train2,0.03258716744845555
130026_train2,0.03429429356100429
130027_train2,0.03336072555983249
130028_train2,0.03198335826668495
130029_train2,0.03872448841996091
130030_train2,0.03332233533866638
130031_train2,0.03413854889330783
130032_train2,0.03330052922444351
130033_train2,0.03297724035915347
130034_train2,0.03325629490715129
130035_train2,0.03400866935057175
130036_train2,0.032845591133341345
130037_train2,0.0343394104266179
130038_train2,0.03396269216026418
130039_train2,0.0336370452192368
130040_train2,0.03489944121571333
130041_train2,0.03071547378485362
130042_train2,0.03412453087707109
130043_train2,0.03438912179310299
130044_train2,0.03233927042149546
130045_train2,0.03331580400091415
130046_train2,0.0320489087736422
130047_train2,0.03186862478573827
130048_train2,0.03439155532165574
130049_train2,0.033861782250635526
130050_train2,0.03397847682268031
130051_train2,0.033126866091000746
130052_train2,0.03232080040254056
130053_train2,0.033875299350981124
130054_train2,0.031121666999156725
130055_train2,0.03342186589576438
130056_train2,0.03312775796128554
130057_train2,0.03368356343814199
130058_train2,0.030640905548283318
130059_train2,0.026507411627218407
130060_train2,0.03061719366459259
130061_train2,0.03155157222621977
130062_train2,0.0341808915661415
130063_train2,0.030922349963281616
130064_train2,0.03342153656195804
130065_train2,0.032033673997976
130066_train2,0.032582694647317216
130067_train2,0.03236808177747851
130068_train2,0.03398812136510231
130069_train2,0.03321233658868088
130070_train2,0.03154159202936687
130071_train2,0.0329471859185802
130072_train2,0.03345569831310565
130073_train2,0.0341614656034897
130074_train2,0.03490039268312453
130075_train2,0.030895883560873742
130076_train2,0.03621923237274364
130077_train2,0.033444023282233254
130078_train2,0.03162707982502082
130079_train2,0.03404457844785557
130080_train2,0.0342412231300388
130081_train2,0.03265618493540656
130082_train2,0.03279098754605324
130083_train2,0.0351820848640532
130084_train2,0.0336707577972685
130085_train2,0.032884943456368686
130086_train2,0.034584277882431534
130087_train2,0.03269858290109474
130088_train2,0.029349423188493227
130089_train2,0.032713774986069734
130090_train2,0.033015591434296006
130091_train2,0.0329320207687706
130092_train2,0.031079642352117676
130093_train2,0.034483562252751766
130094_train2,0.033217969140864764
130095_train2,0.03255873831009413
130096_train2,0.031768872610615555
130097_train2,0.028461473002678133
130098_train2,0.033651227357434865
130099_train2,0.033209928398836276
130100_train2,0.030994734337176418
130101_train2,0.034633621792768056
130102_train2,0.03336853586437158
130103_train2,0.032745619334732176
130104_train2,0.03393738088891177
130105_train2,0.032839838088004725
130106_train2,0.03323683491159656
130107_train2,0.03163642461114248
130108_train2,0.03178639133384228
130109_train2,0.033918076239103645
130110_train2,0.03404724030221757
130111_train2,0.03362048189809497
130112_train2,0.03430174136083503
130113_train2,0.03207306834662116
130114_train2,0.03179569465238595
130115_train2,0.03232911461332517
130116_train2,0.032645323868812234
130117_train2,0.03410337196731941
130118_train2,0.03156802530054705
130119_train2,0.03451472950130488
130120_train2,0.03404307347087183
130121_train2,0.03303216130805468
130122_train2,0.07327061941985243
130123_train2,0.033352447337090925
130124_train2,0.03332787173367641
130125_train2,0.03370662459631743
130126_train2,0.03146096705903271
130127_train2,0.034093017773797266
130128_train2,0.03320913815667491
130129_train2,0.034985750282953414
130130_train2,0.03231137788718604
130131_train2,0.03420597615439382
130132_train2,0.03302965512748876
130133_train2,0.0328648894796637
130134_train2,0.03391002125462801
130135_train2,0.03432940183639419
130136_train2,0.03261580972453227
130137_train2,0.03423530839172817
130138_train2,0.03337969386602444
130139_train2,0.030722408982567184
130140_train2,0.03973139277521236
130141_train2,0.03293462337514117
130142_train2,0.031838031448688166
130143_train2,0.02952660288769711
130144_train2,0.032653104920848844
130145_train2,0.033178500509219076
130146_train2,0.031698362673284255
130147_train2,0.03070479123274771
130148_train2,0.030879504205953083
130149_train2,0.03281185050391186
130150_train2,0.029578071732675293
130151_train2,0.032712119297005175
130152_train2,0.03300651831122423
130153_train2,0.03368518789896355
130154_train2,0.032903871272679665
130155_train2,0.03417738332666839
130156_train2,0.03175802321890342
130157_train2,0.022752785950811833
130158_train2,0.03163878706732241
130159_train2,0.034060609309828405
130160_train2,0.03226472449481076
130161_train2,0.03322989115825999
130162_train2,0.030941340260375056
130163_train2,0.0341529660920227
130164_train2,0.034124336540665656
130165_train2,0.033141869567496075
130166_train2,0.0341232730651386
130167_train2,0.0340003405440143
130168_train2,0.03218534421652612
130169_train2,0.0335335963705555
130170_train2,0.03244201038068421
130171_train2,0.03387409389057091
130172_train2,0.034318612513171975
130173_train2,0.030852668159326448
130174_train2,0.02762678999851722
130175_train2,0.0325458697613462
130176_train2,0.03661528631616849
130177_train2,0.03321353364913168
130178_train2,0.03379829044115166
130179_train2,0.03293964573840181
130180_train2,0.033307497798796104
130181_train2,0.03423631866110333
130182_train2,0.032972160538859846
130183_train2,0.03437318565013539
130184_train2,0.0335219287192942
130185_train2,0.03483957477384801
130186_train2,0.03414643610267486
130187_train2,0.03464914096664913
130188_train2,0.033689467135983114
130189_train2,0.0331320757122211
130190_train2,0.032322708986405775
130191_train2,0.031072523371258143
130192_train2,0.033769636661809876
130193_train2,0.03337705294469158
130194_train2,0.033876010194608855
130195_train2,0.03415176843675544
130196_train2,0.032602583449581383
130197_train2,0.03369519923885619
130198_train2,0.031236061423659096
130199_train2,0.039292530195098783
130200_train2,0.03459057902192499
130201_train2,0.03230530757251548
130202_train2,0.033529095424557544
130203_train2,0.03299895993634226
130204_train2,0.03298787046368353
130205_train2,0.034104805341131056
130206_train2,0.03358788143250609
130207_train2,0.03393406092021246
130208_train2,0.032925417810443225
130209_train2,0.031168628220027784
130210_train2,0.034543099906886233
130211_train2,0.03358071367027545
130212_train2,0.0336230463327281
130213_train2,0.03544659702436839
130214_train2,0.02935648756718429
130215_train2,0.03403695512348589
130216_train2,0.03206584675549662
130217_train2,0.02946546606518489
130218_train2,0.033479859199175
130219_train2,0.03203852823368451
130220_train2,0.034048003054284515
130221_train2,0.03240596522763789
130222_train2,0.03350323814135933
130223_train2,0.03038566619728004
130224_train2,0.031893713661753365
130225_train2,0.03093694741061279
130226_train2,0.03270649930385241
130227_train2,0.030943003485481683
130228_train2,0.03410616083405088
130229_train2,0.03265022455749632
130230_train2,0.029627072004325322
130231_train2,0.030406594933331185
130232_train2,0.034116806478381334
130233_train2,0.030029444722178063
130234_train2,0.0343449700433327
130235_train2,0.03320735747403093
130236_train2,0.028691761726324563
130237_train2,0.03436145915496379
130238_train2,0.03304562461423298
130239_train2,0.032738577156255666
130240_train2,0.034216242341855635
130241_train2,0.032716599118889494
130242_train2,0.032865517374855796
130243_train2,0.034328403544775926
130244_train2,0.02919685869737453
130245_train2,0.03638256750433094
130246_train2,0.030538054669799752
130247_train2,0.03305480195888387
130248_train2,0.03322440992943771
130249_train2,0.03424726498350986
130250_train2,0.03315997667611051
130251_train2,0.034473831344088456
130252_train2,0.031072620627977304
130253_train2,0.031028906589465912
130254_train2,0.03128534692497131
130255_train2,0.033669275791157346
130256_train2,0.029740369355118253
130257_train2,0.034549244724748004
130258_train2,0.033580734240521624
130259_train2,0.0336508806607168
130260_train2,0.031459331535332376
130261_train2,0.03406002265366349
130262_train2,0.033560876599150434
130263_train2,0.03131532017688858
130264_train2,0.03272479755854293
130265_train2,0.032719621857933937
130266_train2,0.0348176323974091
130267_train2,0.03422141075323395
130268_train2,0.034165391172398356
130269_train2,0.0344412846060887
130270_train2,0.03456152861394147
130271_train2,0.031813230744097164
130272_train2,0.03601959644862077
130273_train2,0.032800287936943395
130274_train2,0.032728948173125966
130275_train2,0.03212879578945604
130276_train2,0.032824130663658226
130277_train2,0.03348648676632927
130278_train2,0.033485423368822445
130279_train2,0.030769755837206026
130280_train2,0.033656935042411344
130281_train2,0.034548633066509335
130282_train2,0.030788252341930434
130283_train2,0.03144542971848776
130284_train2,0.031456765765381624
130285_train2,0.036380632102952164
130286_train2,0.03322341916674143
130287_train2,0.03434134177687668
130288_train2,0.03301764566117216
130289_train2,0.03241543723536881
130290_train2,0.033621365435930285
130291_train2,0.03447396357987542
130292_train2,0.033352290901256604
130293_train2,0.03356094977007326
130294_train2,0.032539872637253414
130295_train2,0.03188059785403835
130296_train2,0.03318055976167563
130297_train2,0.0346081105227131
130298_train2,0.030331543412833197
130299_train2,0.03276898169646422
130300_train2,0.03415500176020455
130301_train2,0.03758422673425035
130302_train2,0.038138216090521176
130303_train2,0.03344748486287251
130304_train2,0.03321932051336961
130305_train2,0.03382526245121901
130306_train2,0.034487679765943684
130307_train2,0.03276741005683641
130308_train2,0.03361069980469348
130309_train2,0.03392827603641195
130310_train2,0.033950189776439925
130311_train2,0.02960573167726449
130312_train2,0.032134877514676745
130313_train2,0.03409257382354415
130314_train2,0.032343540790392714
130315_train2,0.03445678323735817
130316_train2,0.031904867080696286
130317_train2,0.03161215216262083
130318_train2,0.033773812436188246
130319_train2,0.034240209319159366
130320_train2,0.03349563574577739
130321_train2,0.032887074602960586
130322_train2,0.03229321024220671
130323_train2,0.0344009042461874
130324_train2,0.033625899320192276
130325_train2,0.03206463187735436
130326_train2,0.032067326455436286
130327_train2,0.033212424628211744
130328_train2,0.03421056520951327
130329_train2,0.03393772158444098
130330_train2,0.03256926096090647
130331_train2,0.033195674274082314
130332_train2,0.03192494548884151
130333_train2,0.030992652631671034
130334_train2,0.0321016354775721
130335_train2,0.03239908501986137
130336_train2,0.03202568990399092
130337_train2,0.031040683814385343
130338_train2,0.034043942601901925
130339_train2,0.031809035243493274
130340_train2,0.03409419219949345
130341_train2,0.033279959025826276
130342_train2,0.029259750423540037
130343_train2,0.033481347777828
130344_train2,0.03331240159675369
130345_train2,0.03218097512979594
130346_train2,0.03355605805909758
130347_train2,0.03231431919019486
130348_train2,0.033857527996645785
130349_train2,0.03284608240190143
130350_train2,0.03209155351488679
130351_train2,0.030624211878185367
130352_train2,0.034495665747257584
130353_train2,0.035106017243986834
130354_train2,0.03225170313464182
130355_train2,0.032672311648323925
130356_train2,0.03407244504105105
130357_train2,0.03245540031887458
130358_train2,0.03310310170872047
130359_train2,0.03417451072478313
130360_train2,0.0344053850812449
130361_train2,0.03305897361701758
130362_train2,0.03233471044712473
130363_train2,0.03318407382335598
130364_train2,0.03244700401242377
130365_train2,0.03323675950857441
130366_train2,0.03238257272490284
130367_train2,0.03285925908600523
130368_train2,0.032690244288209346
130369_train2,0.03191860720367309
130370_train2,0.03159051358015093
130371_train2,0.04376562226570531
130372_train2,0.03422067750816096
130373_train2,0.033743033694848844
130374_train2,0.03414128182181472
130375_train2,0.03267866439534677
130376_train2,0.03275120992198906
130377_train2,0.03417744171486528
130378_train2,0.03284413882894481
130379_train2,0.034285224093098504
130380_train2,0.033092890875685836
130381_train2,0.032529439436431655
130382_train2,0.03301908594019088
130383_train2,0.03203424182938781
130384_train2,0.03258141349311627
