id,SCA
0_train_0,0.03465518832441232
1_train_0,0.035314205658671854
2_train_0,0.03491510068631405
3_train_0,0.03475166593545651
4_train_0,0.03513224525024473
5_train_0,0.03806556307398787
6_train_0,0.03468009502956494
7_train_0,0.034799998659287706
8_train_0,0.03452221004502492
9_train_0,0.035715020268427614
10_train_0,0.0345736245706965
11_train_0,0.03445697720829051
12_train_0,0.03467440526379023
13_train_0,0.0354450779625229
14_train_0,0.033970705919245545
15_train_0,0.03506920290845816
16_train_0,0.03488582715172255
17_train_0,0.03455992267963666
18_train_0,0.03463160512079066
19_train_0,0.0354742522650076
20_train_0,0.0347293308063165
21_train_0,0.03460530487368636
22_train_0,0.03435855126226462
23_train_0,0.03454998131788563
24_train_0,0.034213335211111195
25_train_0,0.03654669140132924
26_train_0,0.03534169467079884
27_train_0,0.03489239943803215
28_train_0,0.03543391945312722
29_train_0,0.03350913839920063
30_train_0,0.034778331489683574
31_train_0,0.034953999939251794
32_train_0,0.04341123088374739
33_train_0,0.034762567820821516
34_train_0,0.03442494002903783
35_train_0,0.03510086819530381
36_train_0,0.035725060905956875
37_train_0,0.03462153203902916
38_train_0,0.034525322300518364
39_train_0,0.034406005572307836
40_train_0,0.0349056640284395
41_train_0,0.036996208771502524
42_train_0,0.03637115157759431
43_train_0,0.03520811629790501
44_train_0,0.03507045083603237
45_train_0,0.03438569895024912
46_train_0,0.0376919448001366
47_train_0,0.034700824949204526
48_train_0,0.034820223326822615
49_train_0,0.03542974150678455
50_train_0,0.03496534561036359
51_train_0,0.03515536047166802
52_train_0,0.03599211011862985
53_train_0,0.03489096585499136
54_train_0,0.035727037024821474
55_train_0,0.03527169425671265
56_train_0,0.03729215228526625
57_train_0,0.03599133482856628
58_train_0,0.0346959929494929
59_train_0,0.03511310352814938
60_train_0,0.03438760723707852
61_train_0,0.03604692588387142
62_train_0,0.034517490901159194
63_train_0,0.03483058784757987
64_train_0,0.03458643747905756
65_train_0,0.03460801944064291
66_train_0,0.034802047420170075
67_train_0,0.03662832619937087
68_train_0,0.037564488085140006
69_train_0,0.034598231547031524
70_train_0,0.03527429263749077
71_train_0,0.035483544359086676
72_train_0,0.03446899081839345
73_train_0,0.03473759679170062
74_train_0,0.034285355179541906
75_train_0,0.03448033824339
76_train_0,0.03449757908973443
77_train_0,0.03578895432938803
78_train_0,0.03453921216285377
79_train_0,0.0352936224248398
80_train_0,0.03465694440979499
81_train_0,0.03494983713691761
82_train_0,0.03463102110639455
83_train_0,0.03501989433596794
84_train_0,0.0345100223602227
85_train_0,0.034780273054102244
86_train_0,0.03445723957454607
87_train_0,0.03670007384735879
88_train_0,0.034797746213538774
89_train_0,0.03488178735754279
90_train_0,0.035157979600025056
91_train_0,0.03521041969472969
92_train_0,0.03485737814565868
93_train_0,0.0344818618682455
94_train_0,0.03466190098681005
95_train_0,0.03450202947439336
96_train_0,0.034592087237333875
97_train_0,0.035667181578479236
98_train_0,0.034588797452053184
99_train_0,0.03533600432315772
100_train_0,0.034665000653395214
101_train_0,0.0344809339152313
102_train_0,0.03487654877331467
103_train_0,0.03476188851099895
104_train_0,0.035106491865098524
105_train_0,0.035237863845633544
106_train_0,0.035372616176425654
107_train_0,0.03546888004239804
108_train_0,0.03489496935670571
109_train_0,0.03465668971825549
110_train_0,0.03609923974630744
111_train_0,0.03433197202102188
112_train_0,0.03501913780216623
113_train_0,0.034276925397953524
114_train_0,0.03743468488598324
115_train_0,0.03476729450486462
116_train_0,0.03457135948561876
117_train_0,0.03470978833205367
118_train_0,0.034747499312525604
119_train_0,0.0359608900337876
120_train_0,0.03465405953462796
121_train_0,0.03486207143986877
122_train_0,0.03529223506465106
123_train_0,0.035085978577824084
124_train_0,0.0345571029762671
125_train_0,0.034814331589006396
126_train_0,0.03484984228779962
127_train_0,0.034474478649402486
128_train_0,0.034807579971215245
129_train_0,0.0347890817410478
130_train_0,0.03506678507309329
131_train_0,0.03440411983800117
132_train_0,0.034629428219751235
133_train_0,0.03439051021363023
134_train_0,0.03622399683377868
135_train_0,0.03478434129712996
136_train_0,0.037358434440621764
137_train_0,0.0359174417428748
138_train_0,0.03474238753583221
139_train_0,0.03436618599727415
140_train_0,0.03465502787455823
141_train_0,0.04441660263671471
142_train_0,0.034870327193092084
143_train_0,0.03514261008413876
144_train_0,0.03463471312611288
145_train_0,0.03521792011460165
146_train_0,0.034480339698903316
147_train_0,0.03418939499997151
148_train_0,0.03476296669590568
149_train_0,0.03453788044160311
150_train_0,0.034559257521566786
151_train_0,0.035634185674290136
152_train_0,0.034450150572351734
153_train_0,0.037182542450142644
154_train_0,0.03477840655823378
155_train_0,0.0343950136095356
156_train_0,0.034560185943747095
157_train_0,0.03471340673536837
158_train_0,0.03483742278901292
159_train_0,0.03533402498447384
160_train_0,0.03470183706233075
161_train_0,0.03508963333503747
162_train_0,0.03452559809355156
163_train_0,0.03503138343106652
164_train_0,0.03493465930739886
165_train_0,0.03524409832669302
166_train_0,0.034490645415305964
167_train_0,0.03451419655782353
168_train_0,0.03640626960351513
169_train_0,0.03519813092828689
170_train_0,0.03460654401893349
171_train_0,0.034762939019564724
172_train_0,0.034798461061137674
173_train_0,0.034578803838857426
174_train_0,0.03609680259569892
175_train_0,0.03513012794840451
176_train_0,0.03659423635614312
177_train_0,0.03494703222920389
178_train_0,0.0354770119536486
179_train_0,0.035101689906478016
180_train_0,0.034228355260612964
181_train_0,0.036332170365916905
182_train_0,0.03517808624821301
183_train_0,0.0343331579705834
184_train_0,0.03561714291771266
185_train_0,0.03458617793774086
186_train_0,0.036136872593399594
187_train_0,0.03447837471944958
188_train_0,0.03454876829857608
189_train_0,0.035706391268642994
190_train_0,0.03519583695026858
191_train_0,0.036024142362765285
192_train_0,0.03441646540554419
193_train_0,0.03533958186930241
194_train_0,0.034509947445371385
195_train_0,0.03791135853608863
196_train_0,0.03477221101467602
197_train_0,0.03548382421033438
198_train_0,0.037395710040979836
199_train_0,0.03471697467192934
200_train_0,0.0395887391738773
201_train_0,0.035653929693914066
202_train_0,0.035502416974444694
203_train_0,0.03456566592678981
204_train_0,0.03460473978771784
205_train_0,0.03810602959377
206_train_0,0.03419489213727601
207_train_0,0.0354021398012565
208_train_0,0.03456309980528463
209_train_0,0.037989938155947714
210_train_0,0.034634561356431115
211_train_0,0.03454828832920607
212_train_0,0.03462223027405168
213_train_0,0.03493224330002369
214_train_0,0.035231292838278735
215_train_0,0.03544173709931902
216_train_0,0.03503680172457151
217_train_0,0.035810971199379364
218_train_0,0.0341351161115801
219_train_0,0.034499907660772905
220_train_0,0.03456277010315336
221_train_0,0.035619530984456325
222_train_0,0.03450561093799927
223_train_0,0.033526378124993504
224_train_0,0.03504810056004954
225_train_0,0.03451441970740253
226_train_0,0.03423867621967754
227_train_0,0.03490930413766484
228_train_0,0.035180246193815004
229_train_0,0.03492512341318242
230_train_0,0.034516196730971845
231_train_0,0.034653668021393476
232_train_0,0.03451707642248489
233_train_0,0.03502956898837471
234_train_0,0.035873114797415034
235_train_0,0.03462221257878073
236_train_0,0.03502412225945696
237_train_0,0.039750242586492006
238_train_0,0.03464020368678323
239_train_0,0.034528323571413916
240_train_0,0.03459668931963505
241_train_0,0.03527183511438617
242_train_0,0.034922654369109796
243_train_0,0.03598232844177764
244_train_0,0.03418944164257593
245_train_0,0.03471913260414714
246_train_0,0.035543568792177425
247_train_0,0.03429908366064756
248_train_0,0.034984243903766137
249_train_0,0.04102433773345719
250_train_0,0.036209426309092206
251_train_0,0.03492598737197545
252_train_0,0.03478325080248803
253_train_0,0.034447989346075555
254_train_0,0.034519034987660714
255_train_0,0.03487607245090145
256_train_0,0.03552066811948541
257_train_0,0.03512849560357744
258_train_0,0.03446630454628441
259_train_0,0.03536537622828978
260_train_0,0.03535394088416093
261_train_0,0.034557064587856214
262_train_0,0.03468962695312458
263_train_0,0.03552658202494586
264_train_0,0.03601114132052464
265_train_0,0.037321283023075184
266_train_0,0.03691699306429622
267_train_0,0.03859670940746606
268_train_0,0.03512990955338411
269_train_0,0.034978586571246466
270_train_0,0.034944569022071395
271_train_0,0.034351355744558165
272_train_0,0.03419010822348594
273_train_0,0.03486266288446795
274_train_0,0.038056317582998225
275_train_0,0.03481842180755966
276_train_0,0.035706655787262016
277_train_0,0.03515977063522057
278_train_0,0.034608310449847815
279_train_0,0.0355108047889664
280_train_0,0.03505160261017835
281_train_0,0.03541523514542767
282_train_0,0.03576171861559323
283_train_0,0.03512430596018193
284_train_0,0.034899166214804246
285_train_0,0.03526022892655948
286_train_0,0.035836688844477646
287_train_0,0.03490761036274422
288_train_0,0.03451137271231913
289_train_0,0.034712552616073825
290_train_0,0.03440812210471015
291_train_0,0.03472444718725712
292_train_0,0.03581803106672512
293_train_0,0.034932889866321724
294_train_0,0.034895923134847386
295_train_0,0.035719395690312315
296_train_0,0.037511430593295786
297_train_0,0.034112336448903824
298_train_0,0.0346650545213314
299_train_0,0.03493633677977041
300_train_0,0.035066281921252614
301_train_0,0.03761616642520174
302_train_0,0.03597470861524314
303_train_0,0.03496662492927729
304_train_0,0.03514033901003886
305_train_0,0.034317355599199593
306_train_0,0.03453699954312143
307_train_0,0.03453065096534271
308_train_0,0.033422241317326566
309_train_0,0.034389543413966966
310_train_0,0.03437571399933368
311_train_0,0.0350920671279004
312_train_0,0.03502335031417619
313_train_0,0.0391492746303152
314_train_0,0.03527440159202026
315_train_0,0.03575738226566667
316_train_0,0.03800773286674673
317_train_0,0.03483174464866202
318_train_0,0.036125606418019644
319_train_0,0.035369245365370866
320_train_0,0.034508521604505626
321_train_0,0.03527310475852743
322_train_0,0.035557566387826464
323_train_0,0.035176414503582894
324_train_0,0.034390169334809345
325_train_0,0.034132341772258414
326_train_0,0.03498158924212715
327_train_0,0.037324805310325414
328_train_0,0.037498034211946
329_train_0,0.03476238511900976
330_train_0,0.03491165296846355
331_train_0,0.03472175534747614
332_train_0,0.03437765538522313
333_train_0,0.03486360216087144
334_train_0,0.03451879207531285
335_train_0,0.03452547222487671
336_train_0,0.06223434379344634
337_train_0,0.034693255212557665
338_train_0,0.03588550818171951
339_train_0,0.034777200161763895
340_train_0,0.0347990309869973
341_train_0,0.03490058468662805
342_train_0,0.03495915004657193
343_train_0,0.03748562057208297
344_train_0,0.03482999984213939
345_train_0,0.0345421315695747
346_train_0,0.035009414051538054
347_train_0,0.03475198341757707
348_train_0,0.03507812279419738
349_train_0,0.03528899426858617
350_train_0,0.03517091710694585
351_train_0,0.03655850699307895
352_train_0,0.03580327287230845
353_train_0,0.03467395260657991
354_train_0,0.03487025161420362
355_train_0,0.03712253885581482
356_train_0,0.03472998080351889
357_train_0,0.035470798037554624
358_train_0,0.0348853295810232
359_train_0,0.03452734597003438
360_train_0,0.034850221453753695
361_train_0,0.0348757569221209
362_train_0,0.03770974653190356
363_train_0,0.03434928404994457
364_train_0,0.03453340188326764
365_train_0,0.034655942320926315
366_train_0,0.034861618041751474
367_train_0,0.03451597702459236
368_train_0,0.03536916492828299
369_train_0,0.03552253946252944
370_train_0,0.03479354942459665
371_train_0,0.034584870442941444
372_train_0,0.034921049677422045
373_train_0,0.034574003786123755
374_train_0,0.03471405311167184
375_train_0,0.035408708239764525
376_train_0,0.036385549677317656
377_train_0,0.034612712024872344
378_train_0,0.03402002400181733
379_train_0,0.03521929222109325
380_train_0,0.03515382421336089
381_train_0,0.03461149498766113
382_train_0,0.03442932709216874
383_train_0,0.03508009413125228
384_train_0,0.035812772122172674
385_train_0,0.034595426099164335
386_train_0,0.03669057855609201
387_train_0,0.03522833723739687
388_train_0,0.03618269954461104
389_train_0,0.034667156572337515
390_train_0,0.0363840050976399
391_train_0,0.040793987606458845
392_train_0,0.035513307640037906
393_train_0,0.03539092942465415
394_train_0,0.03437718472811834
395_train_0,0.03509415221590864
396_train_0,0.034847891282045546
397_train_0,0.03429900485145352
398_train_0,0.03495422988984758
399_train_0,0.03416913472667585
400_train_0,0.034977374875325117
401_train_0,0.03529045352374518
402_train_0,0.03481009658941755
403_train_0,0.03400137934458075
404_train_0,0.03549381381967841
405_train_0,0.03560817562110029
406_train_0,0.03987238972891078
407_train_0,0.03509004000204415
408_train_0,0.03444354443057308
409_train_0,0.05579450645509734
410_train_0,0.03458019473929358
411_train_0,0.03456184038204167
412_train_0,0.034596490187208735
413_train_0,0.034587277144451506
414_train_0,0.03509192303865594
415_train_0,0.034754561855049854
416_train_0,0.034784743974293035
417_train_0,0.03456265333503415
418_train_0,0.034645523403647946
419_train_0,0.03670070949324933
420_train_0,0.03529345420628929
421_train_0,0.034072130916419786
422_train_0,0.034566010687382576
423_train_0,0.034510802565470934
424_train_0,0.0345640200916378
425_train_0,0.03498288094855288
426_train_0,0.035128466109897914
427_train_0,0.03449494460478834
428_train_0,0.036703039101656454
429_train_0,0.03444230096260125
430_train_0,0.03554827233175263
431_train_0,0.03462793593416021
432_train_0,0.035211564123639245
433_train_0,0.035215340461438344
434_train_0,0.03445571578793564
435_train_0,0.03606150010728991
436_train_0,0.03434060699526289
437_train_0,0.03595789428221022
438_train_0,0.03440592975732019
439_train_0,0.036316245447477545
440_train_0,0.03483761131703216
441_train_0,0.0354741010981398
442_train_0,0.03484309426208209
443_train_0,0.03707777921419292
444_train_0,0.03523992141093024
445_train_0,0.03738533020257296
