id,PPR
0_train_0,0.7193764718475701
1_train_0,0.7297085674157303
2_train_0,0.7153900613275612
3_train_0,0.7693749999999999
4_train_0,0.7281653056951424
5_train_0,0.7347032298657719
6_train_0,0.7150579427083333
7_train_0,0.7167457420924573
8_train_0,0.7053548780487805
9_train_0,0.7429334410205434
10_train_0,0.7117312158469946
11_train_0,0.7034424620359143
12_train_0,0.7493401227678572
13_train_0,0.7233274956217163
14_train_0,0.6971597873671045
15_train_0,0.736115920283164
16_train_0,0.7329618055555556
17_train_0,0.7112949481579528
18_train_0,0.7043038981702465
19_train_0,0.7106195711183496
20_train_0,0.7073880141282102
21_train_0,0.7486444542512504
22_train_0,0.6981063898880895
23_train_0,0.7035676494462805
24_train_0,0.7073979452801396
25_train_0,0.7078834783578759
26_train_0,0.741155753968254
27_train_0,0.7386755082149818
28_train_0,0.7088036894273128
29_train_0,0.6814539509169364
30_train_0,0.7123948529411764
31_train_0,0.7474544863459038
32_train_0,0.8075605413105413
33_train_0,0.7654232879303821
34_train_0,0.7068116061606161
35_train_0,0.7168288970076548
36_train_0,0.727815170940171
37_train_0,0.7084383348174532
38_train_0,0.7281956103532704
39_train_0,0.6996349362259424
40_train_0,0.7107058115543329
41_train_0,0.7013006482982171
42_train_0,0.722118544600939
43_train_0,0.7047293865962891
44_train_0,0.7349157934131736
45_train_0,0.7055123973004694
46_train_0,0.7320528455284553
47_train_0,0.7141990557751428
48_train_0,0.762743831471136
49_train_0,0.7173076707097934
50_train_0,0.7246710694231752
51_train_0,0.7262705865764242
52_train_0,0.7281695156695157
53_train_0,0.7176314567075437
54_train_0,0.7278592853416797
55_train_0,0.7145565126424501
56_train_0,0.75881731229077
57_train_0,0.7464704623287671
58_train_0,0.7240093883081687
59_train_0,0.7237856454720616
60_train_0,0.7324673551756885
61_train_0,0.7590401785714286
62_train_0,0.7046149629789376
63_train_0,0.7559398528405202
64_train_0,0.7736154949784793
65_train_0,0.7501666666666666
66_train_0,0.707413188761593
67_train_0,0.7394304556354917
68_train_0,0.7452004219409283
69_train_0,0.7140502357288481
70_train_0,0.721274123920772
71_train_0,0.7361459440311725
72_train_0,0.7353568971448229
73_train_0,0.7126821674615792
74_train_0,0.7055519659059665
75_train_0,0.7247496017522899
76_train_0,0.7352732240437159
77_train_0,0.7575592105263158
78_train_0,0.7228405797101449
79_train_0,0.7177713077984816
80_train_0,0.763882530120482
81_train_0,0.7163887039502885
82_train_0,0.7065439411699039
83_train_0,0.7188904968644476
84_train_0,0.7218425155925157
85_train_0,0.7214509132420092
86_train_0,0.7165469283276451
87_train_0,0.7440315315315315
88_train_0,0.7170116075339467
89_train_0,0.7171767963853666
90_train_0,0.742141439909297
91_train_0,0.7210100632069195
92_train_0,0.7170866381940207
93_train_0,0.7312797067901236
94_train_0,0.710288868723533
95_train_0,0.7027188111845325
96_train_0,0.7022721621758765
97_train_0,0.7392315845257023
98_train_0,0.7677237343189964
99_train_0,0.7350281675170067
100_train_0,0.7098690334719746
101_train_0,0.7209165056879158
102_train_0,0.7138553826199742
103_train_0,0.7104220476741198
104_train_0,0.7098790018832392
105_train_0,0.7427424355158729
106_train_0,0.7681711154513889
107_train_0,0.7498908426775399
108_train_0,0.7160867554568997
109_train_0,0.7073595557187443
110_train_0,0.7342176870748299
111_train_0,0.7227566601689408
112_train_0,0.749626473063973
